food_item_id,food_item_name,water_g,energy_kcal,protein_g,lipid_g,carbs_g,fiber_td_g,sugar_g,calcium_mg,iron_mg,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,is_active
172,"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",74.1,105,4.86,1.41,18.6,0,2.9,152,0.07,6,170,"1 container,  (6 oz)",245,"1 cup,  (8 fl oz)",1
173,"CHEESE,PARMESAN,DRY GRATED,RED FAT",50.6,265,20,20,1.37,0,0,1109,0.9,88,100,1 cup,5,1 tbsp,1
174,"CREAM SUB,FLAV,LIQ",50.06,251,0.69,13.5,35.07,1.1,33.04,6,0.59,0,15,1 tbsp,,,1
175,"CREAM SUB,FLAV,PDR",1.52,482,0.68,21.47,75.42,1.2,58.01,5,0.63,0,12,4 tsp,,,1
176,"CHEESE,PROVOLONE,RED FAT",50.6,274,24.7,17.6,3.5,0,0.55,756,0.52,55,132,"1 cup, diced",28.35,1 oz,1
177,"CHEESE,MEXICAN,BLEND,RED FAT",48.2,282,24.69,19.4,3.41,0,0.56,1146,0.13,62,28.35,1 oz,28,.25 cup,1
178,"EGG MIX,USDA CMDTY",2.78,555,35.6,34.5,23.97,,2.46,171,3.23,975,8.6,1 tbsp,105,1 cup,1
179,"MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D",88.13,61,3.15,3.27,4.78,0,5.05,113,0.03,10,244,1 cup,15,1 tbsp,1
180,"MILK,DRY,WHL,WO/ ADDED VITAMIN D",2.47,496,26.32,26.71,38.42,0,38.42,912,0.47,97,128,1 cup,32,.25 cup,1
181,"MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D",74.04,135,6.81,7.56,10.04,0,10.04,261,0.19,29,252,1 cup,31.5,1 fl oz,1
182,"CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D",51.8,240,17.6,14.1,10.6,0,8.02,529,0.2,53,21,"1 slice,  3/4 oz",19,"1 slice,  2/3 oz",1
183,"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",75.3,99,3.98,1.15,18.64,0,18.64,138,0.06,5,170,"1 container,  (6 oz)",125,"1 container,  (4.4 oz)",1
184,"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",74.48,102,4.37,1.08,19.05,0,19.05,152,0.07,4,170,"1 container,  (6 oz)",245,"1 cup,  (8 fl oz)",1
185,"YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",75.4,95,4.4,0.2,19,0,19,152,0.07,2,170,"1 container,  (6 oz)",125,"1 container,  (4.4 oz)",1
186,"YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D",74.1,105,4.86,1.41,18.6,0,2.9,152,0.07,6,170,"1 container,  (6 oz)",245,"1 cup,  (8 fl oz)",1
187,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D",79,85,4.93,1.25,13.8,0,13.8,171,0.07,5,170,"1 container,  (6 oz)",227,"1 container,  (8 oz)",1
188,"YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",87.43,43,3.86,0.18,7.5,0,7.5,143,0.12,2,170,"1 container,  (6 oz)",,,1
189,"YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D",71.57,112,3.53,0,23.53,1.2,14.97,88,0.42,1,170,"1 container,  (6 oz)",,,1
190,"PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",15,411,45.71,17.14,18.5,7.1,5.71,500,8.57,21,11,1 tbsp,,,1
191,"PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",12,396,50,12,22,2,4,1200,12,10,50,2 scoop,,,1
192,DULCE DE LECHE,28.71,315,6.84,7.35,55.35,0,49.74,251,0.17,29,19,1 tbsp,,,1
193,"EGG SUB,LIQ OR FRZ,FAT FREE",87,48,10,0,2,0,2,73,1.98,0,60,.25 cup,240,1 cup,1
194,"CHEESE,DRY WHITE,QUESO SECO",42.17,325,24.51,24.35,2.04,,0.55,661,0.18,78,97,"1 cup, grated",,,1
195,"CHEESE,FRSH,QUESO FRESCO",51.42,299,18.09,23.82,2.98,0,2.32,566,0.2,69,122,"1 cup, crumbled",,,1
196,"CHEESE,WHITE,QUESO BLANCO",48.7,310,20.38,24.31,2.53,,1.76,690,0.18,70,118,"1 cup, crumbled",,,1
197,"MILK,BTTRMLK,FLUID,WHL",87.91,62,3.21,3.31,4.88,0,4.88,115,0.03,11,245,1 cup,,,1
198,"YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND W/ LO CAL SWTNR",79,86,4.93,1.25,13.8,0,5.43,171,0.07,5,170,1 container,,,1
199,"YOGURT,FRZ,FLAVORS NOT CHOC,NONFAT MILK,W/ LOW-CALORIE SWTNR",73.5,104,4.4,0.8,19.7,2,12.61,159,0.04,4,68,.5 cup,,,1
200,"ICE CRM,SOFT SERVE,CHOC",59.8,222,4.1,13,22.2,0.7,21.16,131,0.21,91,86,.5 cup,,,1
201,"ICE CRM,BAR OR STK,CHOC COVERED",46.3,331,4.1,24.1,24.5,0.8,18.3,119,0.29,28,50,1 bar,,,1
202,ICE CRM SNDWCH,48.9,237,4.29,8.57,37.14,0,18.57,86,0.26,21,70,1 serving,,,1
203,ICE CRM COOKIE SNDWCH,48.7,240,3.7,7.4,39.6,1.2,21.3,73,1.1,6,82,1 serving,,,1
204,"ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC",37.43,354,5.21,21.88,34.38,1,25,63,0,21,96,1 unit,,,1
205,"ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",52.63,186,4.29,3.04,39.64,0,17.86,30,0.09,7,70,1 serving,,,1
206,"ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED",48.13,200,5.71,2.86,42.86,7.1,6.58,86,0,21,70,1 serving,,,1
207,"FAT FREE ICE CRM,NO SUGAR ADDED,FLAVORS OTHER THAN CHOC",65.52,129,4.41,0,27.94,7.4,8.82,147,0,0,68,.5 cup,,,1
208,"MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK",61.43,147,4.41,1.47,33.09,6.6,22.06,184,0.53,7,68,1 bar,,,1
209,"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",79.74,88,4.4,3.08,11.88,2.2,2.64,110,1.98,2,227,1 can,,,1
210,"CHEESE,MEXICAN BLEND",42.48,358,23.54,28.51,1.75,0,1.23,659,0.59,95,28,".25 cup, shredded",,,1
211,"CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT",45.07,307,16.09,23.06,8.85,0,6.24,1375,0.95,78,19,"1 slice,  (2/3 oz)",21,"1 slice,  (3/4 oz)",1
212,"CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",39.61,371,18.13,31.79,3.7,0,2.26,1045,0.63,100,28.35,1 oz,21,"1 slice,  (3/4 oz)",1
213,"CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",44,330,16.86,25.63,8.56,0,5.59,682,0.26,98,113,1 cup,28.35,1 oz,1
214,"EGG,WHL,RAW,FRZ,SALTED,PAST",67.83,138,10.97,10.07,0.83,0,0.07,55,1.71,387,28,1 oz,,,1
215,"YOGURT,GREEK,PLN,NONFAT",85.1,59,10.19,0.39,3.6,0,3.24,110,0.07,5,170,1 container,,,1
216,"EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED",5.48,357,84.08,0.32,4.51,0,0,101,0.18,0,107,"1 cup,  sifted",7,1 tbsp,1
217,"CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,RED FAT",61.82,176,13.41,8.88,10.71,0,7.06,557,0.36,38,21,1 piece,566,1 package,1
218,"CHEESE,CHEDDAR,RED FAT",44.29,309,27.35,20.41,4.06,0,0.26,761,0.12,76,21,1 slice,,,1
219,"ICE CRM,LT,SOFT SERVE,CHOC",68.92,141,3.36,3.69,23.15,0,19.46,134,0.6,15,298,1 medium,,,1
220,"ICE CRM BAR,STK OR NUGGET,W/ CRUNCH COATING",35.48,358,2.11,25.26,37.12,1.1,21.05,63,0,16,95,26 pieces,,,1
221,"CHEESE,CHEDDAR,NONFAT OR FAT FREE",57,157,32.14,0,7.14,0,0,893,0,18,28,1 serving,,,1
222,"CHEESE,SWISS,NONFAT OR FAT FREE",63.6,127,28.4,0,3.4,0,1.33,961,0.17,18,28,1 serving,,,1
223,"CHEESE,MEXICAN,QUESO COTIJA",38,366,20,30,3.97,0,0,800,0,100,5,2 tsp,,,1
224,"CHEESE,CHEDDAR,SHARP,SLICED",36.15,410,24.25,33.82,2.13,0,0.27,711,0.16,99,19,"1 slice,  (2/3 oz)",21,"1 slice,  (3/4 oz)",1
225,"CHEESE,MOZZARELLA,LO MOIST,PART-SKIM,SHREDDED",44.81,304,23.63,19.72,8.06,0,2.24,716,0.23,65,86,1 cup,,,1
226,"YOGURT,GREEK,NONFAT,VANILLA,CHOBANI",82.03,71,9.07,0.22,8.09,0.3,7.61,106,0.05,,150,5.3 oz,,,1
227,"YOGURT,GREEK,STRAWBERRY,DANNON OIKOS",76.6,106,8.25,2.92,11.67,1,11,86,0.07,13,150,5.3 oz,,,1
228,"YOGURT,GREEK,NONFAT,VANILLA,DANNON OIKOS",78.5,85,8.12,0.14,12.72,0.5,11.4,89,0.04,,150,5.3 oz,,,1
229,"YOGURT,GREEK,NONFAT,STRAWBERRY,DANNON OIKOS",78.63,84,8.03,0.22,12.53,0.4,11.63,94,0.06,,150,5.3 oz,,,1
230,"YOGURT,GREEK,NONFAT,STRAWBERRY,CHOBANI",79.62,80,8.03,0.12,11.62,0.7,10.86,99,0.12,,150,5.3 oz,,,1
231,"YOGURT,GREEK,STRAWBERRY,LOWFAT",76.81,103,8.17,2.57,11.89,1,11.23,88,0.07,12,150,"1 container,  (5.3 oz)",,,1
232,"YOGURT,GREEK,STRAWBERRY,NONFAT",79.13,82,8.05,0.15,12.07,0.6,11.27,97,0.09,4,150,"1 container,  (5.3 oz)",,,1
233,"YOGURT,GREEK,VANILLA,NONFAT",80.26,78,8.64,0.18,10.37,0.5,9.54,99,0.04,3,150,"1 container,  (5.3 oz)",,,1
234,"YOGURT,GREEK,PLN,LOWFAT",83.56,73,9.95,1.92,3.94,0,3.56,115,0.04,10,200,"1 container,  (7 oz)",,,1
235,"KEFIR,LOWFAT,PLN,LIFEWAY",90.07,41,3.79,0.93,4.48,0,4.61,130,0.04,5,,,,,1
236,"KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",84.82,62,3.39,0.9,10.2,0,9.21,119,0.04,5,,,,,1
237,"MILK,CND,EVAP,WO/ VIT A",74.04,107,6.67,2,15.74,0,6.67,267,0.19,0,252,1 cup,31.5,1 fl oz,1
238,"MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D",82.34,67,3.39,0,13.46,0,9.32,127,0.27,2,,,,,1
239,"YOGURT,GREEK,PLN,WHL MILK",81.3,97,9,5,3.98,0,4,100,0,13,,,,,1
240,"YOGURT,GREEK,FRUIT,WHL MILK",76.81,106,7.33,3,12.29,0,12,100,0,10,,,,,1
241,"YOGURT,VANILLA,NON-FAT",79,78,2.94,0,17.04,0,5.88,118,0,3,245,"1 cup,  (8 fl oz)",227,"1 container,  (8 oz)",1
242,"YOGURT,GREEK,VANILLA,LOWFAT",78.76,95,8.64,2.5,9.54,0,9.54,100,0.04,5,,,,,1
243,"YOGURT,FRZ,FLAVORS OTHER THAN CHOC,LOWFAT",68.08,139,8,2.5,21,0,21,200,0,45,,,,,1
244,"ICE CRM BAR,COVERED W/ CHOC & NUTS",55.14,303,5.62,25.84,11.89,1.1,10.8,90,1.21,56,,,,,1
245,ICE CRM SUNDAE CONE,53.31,254,3,14,28.89,1,21.26,60,0.36,15,,,,,1
246,"LIGHT ICE CRM,CREAMSICLE",61.77,165,1.54,3.08,32.75,0,18.46,62,0,8,,,,,1
247,"CREAM,HALF & HALF,LOWFAT",87.83,72,3.33,5,3.33,0,3.33,133,0,17,,,,,1
248,"MILK,CHOC,LOWFAT,RED SUGAR",87.09,54,3.43,1.04,7.68,0,7.29,122,0.16,5,,,,,1
249,"ICE CRM,LOWFAT,NO SUGAR ADDED,CONE,ADDED PNUTS & CHOC SAU",43.85,265,5.33,9.33,40.01,9.3,10.67,133,0.48,7,,,,,1
250,"ALLSPICE,GROUND",8.46,263,6.09,8.69,72.12,21.6,,661,7.06,0,1.9,1 tsp,6,1 tbsp,1
251,ANISE SEED,9.54,337,17.6,15.9,50.02,14.6,,646,36.96,0,2.1,"1 tsp, whole",6.7,"1 tbsp, whole",1
252,"SPICES,BASIL,DRIED",10.35,233,22.98,4.07,47.75,37.7,1.71,2240,89.8,0,0.7,"1 tsp, leaves",2.1,"1 tbsp, leaves",1
253,"SPICES,BAY LEAF",5.44,313,7.61,8.36,74.97,26.3,,834,43,0,0.6,"1 tsp, crumbled",1.8,"1 tbsp, crumbled",1
254,CARAWAY SEED,9.87,333,19.77,14.59,49.9,38,0.64,689,16.23,0,2.1,1 tsp,6.7,1 tbsp,1
255,"SPICES,CARDAMOM",8.28,311,10.76,6.7,68.47,28,,383,13.97,0,2,"1 tsp, ground",5.8,"1 tbsp, ground",1
256,CELERY SEED,6.04,392,18.07,25.27,41.35,11.8,0.67,1767,44.9,0,2,1 tsp,6.5,1 tbsp,1
257,"CHERVIL,DRIED",7.2,237,23.2,3.9,49.1,11.3,,1346,31.95,0,0.6,1 tsp,1.9,1 tbsp,1
258,CHILI POWDER,10.75,282,13.46,14.28,49.7,34.8,7.19,330,17.3,0,2.7,1 tsp,8,1 tbsp,1
259,"CINNAMON,GROUND",10.58,247,3.99,1.24,80.59,53.1,2.17,1002,8.32,0,2.6,1 tsp,7.9,1 tbsp,1
260,"CLOVES,GROUND",9.87,274,5.97,13,65.53,33.9,2.38,632,11.83,0,2.1,1 tsp,6.5,1 tbsp,1
261,"CORIANDER LEAF,DRIED",7.3,279,21.93,4.78,52.1,10.4,7.27,1246,42.46,0,0.6,1 tsp,1.8,1 tbsp,1
262,CORIANDER SEED,8.86,298,12.37,17.77,54.99,41.9,,709,16.32,0,1.8,1 tsp,5,1 tbsp,1
263,CUMIN SEED,8.06,375,17.81,22.27,44.24,10.5,2.25,931,66.36,0,2.1,"1 tsp, whole",6,"1 tbsp, whole",1
264,CURRY POWDER,8.8,325,14.29,14.01,55.83,53.2,2.76,525,19.1,0,2,1 tsp,6.3,1 tbsp,1
265,DILL SEED,7.7,305,15.98,14.54,55.17,21.1,,1516,16.33,0,2.1,1 tsp,6.6,1 tbsp,1
266,"DILL WEED,DRIED",7.3,253,19.96,4.36,55.82,13.6,,1784,48.78,0,1,1 tsp,3.1,1 tbsp,1
267,FENNEL SEED,8.81,345,15.8,14.87,52.29,39.8,,1196,18.54,0,2,"1 tsp, whole",5.8,"1 tbsp, whole",1
268,FENUGREEK SEED,8.84,323,23,6.41,58.35,24.6,,176,33.53,0,3.7,1 tsp,11.1,1 tbsp,1
269,GARLIC POWDER,6.45,331,16.55,0.73,72.73,9,2.43,79,5.65,0,3.1,1 tsp,9.7,1 tbsp,1
270,"GINGER,GROUND",9.94,335,8.98,4.24,71.62,14.1,3.39,114,19.8,0,1.8,1 tsp,5.2,1 tbsp,1
271,"MACE,GROUND",8.17,475,6.71,32.38,50.5,20.2,,252,13.9,0,1.7,1 tsp,5.3,1 tbsp,1
272,"MARJORAM,DRIED",7.64,271,12.66,7.04,60.56,40.3,4.09,1990,82.71,0,0.6,1 tsp,1.7,1 tbsp,1
273,"SPICES,MUSTARD SD,GROUND",5.27,508,26.08,36.24,28.09,12.2,6.79,266,9.21,0,2,1 tsp,6.3,1 tbsp,1
274,"NUTMEG,GROUND",6.23,525,5.84,36.31,49.29,20.8,2.99,184,3.04,0,2.2,1 tsp,7,1 tbsp,1
275,ONION POWDER,5.39,341,10.41,1.04,79.12,15.2,6.63,384,3.9,0,2.4,1 tsp,6.9,1 tbsp,1
276,"SPICES,OREGANO,DRIED",9.93,265,9,4.28,68.92,42.5,4.09,1597,36.8,0,1,"1 tsp, leaves",1.8,"1 tsp, ground",1
277,PAPRIKA,11.24,282,14.14,12.89,53.99,34.9,10.34,229,21.14,0,2.3,1 tsp,6.8,1 tbsp,1
278,"PARSLEY,DRIED",5.89,292,26.63,5.48,50.64,26.7,7.27,1140,22.04,0,0.5,1 tsp,1.6,1 tbsp,1
279,"PEPPER,BLACK",12.46,251,10.39,3.26,63.95,25.3,0.64,443,9.71,0,2.3,"1 tsp, ground",6.9,"1 tbsp, ground",1
280,"PEPPER,RED OR CAYENNE",8.05,318,12.01,17.27,56.63,27.2,10.34,148,7.8,0,1.8,1 tsp,5.3,1 tbsp,1
281,"PEPPER,WHITE",11.42,296,10.4,2.12,68.61,26.2,,265,14.31,0,2.4,"1 tsp, ground",7.1,"1 tbsp, ground",1
282,POPPY SEED,5.95,525,17.99,41.56,28.13,19.5,2.99,1438,9.76,0,2.8,1 tsp,8.8,1 tbsp,1
283,POULTRY SEASONING,9.31,307,9.59,7.53,65.59,11.3,1.8,996,35.3,0,1.5,1 tsp,4.4,1 tbsp,1
284,PUMPKIN PIE SPICE,8.46,342,5.76,12.6,69.28,14.8,7.76,682,19.71,0,1.7,1 tsp,5.6,1 tbsp,1
285,"ROSEMARY,DRIED",9.31,331,4.88,15.22,64.06,42.6,,1280,29.25,0,1.2,1 tsp,3.3,1 tbsp,1
286,SAFFRON,11.9,310,11.43,5.85,65.37,3.9,,111,11.1,0,0.7,1 tsp,2.1,1 tbsp,1
287,"SAGE,GROUND",7.96,315,10.63,12.75,60.73,40.3,1.71,1652,28.12,0,0.7,1 tsp,2,1 tbsp,1
288,"SAVORY,GROUND",9,272,6.73,5.91,68.73,45.7,,2132,37.88,0,1.4,1 tsp,4.4,1 tbsp,1
289,"SPICES,TARRAGON,DRIED",7.74,295,22.77,7.24,50.22,7.4,,1139,32.3,0,0.6,"1 tsp, leaves",1.8,"1 tbsp, leaves",1
290,"SPICES,THYME,DRIED",7.79,276,9.11,7.43,63.94,37,1.71,1890,123.6,0,1,"1 tsp, leaves",2.7,"1 tbsp, leaves",1
291,"TURMERIC,GROUND",12.85,312,9.68,3.25,67.14,22.7,3.21,168,55,0,3,1 tsp,9.4,1 tbsp,1
292,"BASIL,FRESH",92.06,23,3.15,0.64,2.65,1.6,0.3,177,3.17,0,2.5,5 leaves,5.3,"2 tbsp, chopped",1
293,"DILL WEED,FRSH",85.95,43,3.46,1.12,7.02,2.1,,208,6.59,0,1,5 sprigs,8.9,"1 cup, sprigs",1
294,"MUSTARD,PREPARED,YELLOW",83.72,60,3.74,3.34,5.83,4,0.92,63,1.61,0,5,"1 tsp,  or 1 packet",249,1 cup,1
295,"SALT,TABLE",0.2,0,0,0,0,0,0,24,0.33,0,6,1 tsp,18,1 tbsp,1
296,"VINEGAR,CIDER",93.81,21,0,0,0.93,0,0.4,7,0.2,0,14.9,1 tbsp,239,1 cup,1
297,"THYME,FRSH",65.11,101,5.56,1.68,24.45,14,,405,17.45,0,0.8,1 tsp,0.4,.5 tsp,1
298,VANILLA EXTRACT,52.58,288,0.06,0.06,12.65,0,12.65,11,0.12,0,4.2,1 tsp,13,1 tbsp,1
299,"VANILLA EXTRACT,IMITN,ALCOHOL",64.46,237,0.05,0,2.41,0,,0,0.13,0,4.2,1 tsp,13,1 tbsp,1
300,"VANILLA EXTRACT,IMITN,NO ALCOHOL",85.58,56,0.03,0,14.4,0,14.4,3,0.05,0,4.2,1 tsp,13,1 tbsp,1
301,"VINEGAR,DISTILLED",94.78,18,0,0,0.04,0,0.04,6,0.03,0,14.9,1 tbsp,238,1 cup,1
302,"CAPERS,CANNED",83.85,23,2.36,0.86,4.89,3.2,0.41,40,1.67,0,8.6,"1 tbsp,  drained",,,1
303,"HORSERADISH,PREPARED",85.08,48,1.18,0.69,11.29,3.3,7.99,56,0.42,0,5,1 tsp,15,1 tbsp,1
304,"ROSEMARY,FRESH",67.77,131,3.31,5.86,20.7,14.1,,317,6.65,0,0.7,1 tsp,1.7,1 tbsp,1
305,"PEPPERMINT,FRESH",78.65,70,3.75,0.94,14.89,8,,243,5.08,0,0.1,2 leaves,3.2,2 tbsp,1
306,"SPEARMINT,FRESH",85.55,44,3.29,0.73,8.41,6.8,,199,11.87,0,0.3,2 leaves,11.4,2 tbsp,1
307,"SPEARMINT,DRIED",11.3,285,19.93,6.03,52.04,29.8,,1488,87.47,0,0.5,1 tsp,1.6,1 tbsp,1
308,"VINEGAR,RED WINE",94.47,19,0.04,0,0.27,0,0,6,0.45,,14.9,1 tbsp,239,1 cup,1
309,"VINEGAR,BALSAMIC",76.45,88,0.49,0,17.03,,14.95,27,0.72,,16,1 tbsp,255,1 cup,1
310,"PACE,DRY TACO SEAS MIX",5.7,188,0,0,56.29,18.8,18.76,,6.75,0,5.3,"2 tbsp,  (1 serving)",,,1
311,"SEASONING MIX,DRY,SAZON,CORIANDER & ANNATTO",0.2,0,0,0,0,0,0,0,0,0,1,.25 tsp,,,1
312,"SEASONING MIX,DRY,TACO,ORIGINAL",5.7,322,4.5,0,58,13.3,10.83,0,7.2,0,5.7,2 tsp,,,1
313,"SEASONING MIX,DRY,CHILI,ORIGINAL",10.75,335,10.82,7.3,56.56,10.8,8.67,0,3.9,0,9,1.33 tbsp,,,1
314,CLIF Z BAR,7.74,409,5.55,9.72,74.72,8.3,30.56,444,2.7,0,,,,,1
315,"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",12.89,347,0,0.02,86.68,0,57.4,12,0.24,0,28,1 packet,,,1
316,"BABYFOOD,MEAT,BF,STR",82.44,81,12.03,2.52,2.43,0,0,5,0.98,51,14.7,1 tbsp,28.35,1 oz,1
317,"BABYFOOD,MEAT,BF,JR",82.44,81,12.03,2.52,2.43,0,0,5,0.98,51,28.35,1 oz,14.7,1 tbsp,1
318,"BABYFOOD,MEAT,VEAL,STR",82.37,81,13.12,2.45,1.51,0,0,6,0.76,33,16,1 tbsp,28.35,1 oz,1
319,"BABYFOOD,MEAT,PORK,STR",78.4,124,14,7.1,0,0,0,5,1,48,28.35,1 oz,71,1 jar,1
320,"BABYFOOD,MEAT,HAM,STR",80.5,97,11.3,3.8,3.7,0,0,6,1.03,24,15,1 tbsp,28.35,1 oz,1
321,"BABYFOOD,MEAT,HAM,JUNIOR",80.5,97,11.3,3.8,3.7,0,0,5,1.01,29,28.35,1 oz,71,1 jar,1
322,"BABYFOOD,MEAT,LAMB,STR",81.06,87,14.07,3.41,0.85,0,0,7,1.19,36,22,1 tbsp,28.35,1 oz,1
323,"BABYFOOD,MEAT,LAMB,JUNIOR",79.6,112,15.2,5.2,0,0,0,7,1.66,38,28.35,1 oz,71,1 jar,1
324,"BABYFOOD,MEAT,CHICK,STR",77.5,130,13.7,7.9,0.1,0,0,64,1.4,61,15,1 tbsp,28.35,1 oz,1
325,"BABYFOOD,MEAT,CHICK,JR",76,146,14,9.6,0,0,0,55,0.99,59,15,1 tbsp,28.35,1 oz,1
326,"BABYFOOD,MEAT,CHICK STKS,JR",68.3,188,14.6,14.4,1.5,0.2,1.4,73,1.56,78,10,1 stick,71,1 jar,1
327,"BABYFOOD,MEAT,TURKEY,STR",80.32,111,11.5,6.2,1.4,0,0,41,0.7,58,15,1 tbsp,28.35,1 oz,1
328,"BABYFOOD,MEAT,TURKEY,JR",80.32,111,11.5,6.2,1.4,0,0,41,0.7,58,19,1 tbsp,68,1 container,1
329,"Babyfood, meat, turkey sticks, junior",69.8,188,13.7,14.2,1.4,0.2,1.4,83,0.92,65,10,1 stick,71,1 jar,1
330,"BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS",19.09,330,0.82,2.24,76.61,2,68.65,18,1.05,0,9.9,1 bar,,,1
331,"BABYFOOD,MEAT,MEAT STKS,JR",69.5,184,13.4,14.6,1.1,0.2,0.8,34,1.38,70,10,1 stick,71,1 jar,1
332,"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",83.83,64,1.1,0,14.82,1.2,9.09,6,0.15,2,,,,,1
333,"BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN",3.62,389,6.19,2.3,85.79,3.8,17.84,535,24.74,0,,,,,1
334,"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",99.9,0,0,0,0,0,0,0,0,0,113,1 serving,,,1
335,"BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI",86.34,53,0.47,0,12.88,2,10.18,9,0.17,0,,,,,1
336,"BABYFOOD,TROPICAL FRUIT MEDLEY",87.14,51,0.31,0.14,12.22,1.3,9.78,0,0,0,,,,,1
337,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",88.9,48,2,0.9,7.7,,0,14,0.39,,28.35,1 oz,113,1 jar,1
338,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",88.6,48,2.1,0.8,8,,0,14,0.47,,28.35,1 oz,170,1 jar,1
339,"BABYFOOD,DINNER,BF LASAGNA,TODD",82.3,77,4.2,2.1,10,,0,18,0.87,,28.35,1 oz,170,1 jar,1
340,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",86.34,61,2.36,1.47,9.45,1.2,2.09,17,0.46,7,16,1 tbsp,28.35,1 oz,1
341,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",86.7,59,2.5,1.1,9.4,1.1,2.43,14,0.36,4,16,1 tbsp,28.35,1 oz,1
342,"BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU",76.5,99,3.6,2.2,16.3,0.1,0.59,54,0.8,7,16,1 tbsp,8,1 piece,1
343,"BABYFOOD,DINNER,BF NOODLE,STR",86.84,63,2.44,2.26,8.18,1.3,1.42,10,0.41,8,16,1 tbsp,28.35,1 oz,1
344,"BABYFOOD,MACARONI&CHS,TODD",81.7,82,3.5,2.6,11.2,0.5,0.79,102,0.6,7,113,1 container,,,1
345,"BABYFOOD,DINNER,BF&RICE,TODD",81.9,82,5,2.9,8.8,,0,11,0.69,,28.35,1 oz,170,1 jar,1
346,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",84.17,68,2.57,1.37,11.42,1.1,2.72,15,0.53,5,16,1 tbsp,28.35,1 oz,1
347,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD",81.6,75,5.3,1,10.8,,,22,0.9,,28.35,1 oz,170,1 jar,1
348,"BABYFOOD,DINNER,BF STEW,TODD",86.9,51,5.1,1.2,5.5,1.1,1.39,9,0.72,13,28.35,1 oz,170,1 jar,1
349,"BABYFOOD,DINNER,VEG&BF,STR",84.94,77,2.21,3.6,8.84,1.3,2.34,17,0.35,7,256,1 cup,16,1 tbsp,1
350,"BABYFOOD,DINNER,VEG&BF,JR",84.94,77,2.21,3.6,8.84,1.3,2.34,17,0.35,7,256,1 cup,16,1 tbsp,1
351,"BABYFOOD,DINNER,BF W/VEG",84.3,96,2.03,6.93,6.36,1.8,2.16,19,0.33,12,113,"1 jar,  Beech-Nut Stage 2 (4 oz)",,,1
352,"BABYFOOD,DINNER,VEG&BACON,STR",85.75,69,1.92,2.95,8.81,1.7,1.77,14,0.3,4,256,1 cup,16,1 tbsp,1
353,"BABYFOOD,DINNER,VEG&HAM,STR",87.47,59,2.19,2.14,7.8,1.6,1.37,16,0.41,5,256,1 cup,16,1 tbsp,1
